season,team,player,off_possessions,def_possessions,unassisted_rim_makes,unassisted_mid_makes,unassisted_3pm,rim_assists,off_fouls_drawn,fta,rim_att,dunks_made,unassisted_rim_makes_100,unassisted_mid_makes_100,unassisted_3pm_100,rim_assists_100,off_fouls_drawn_100,fta_100,rim_att_100,dunks_100
2025,ANDERSON IN,Axel Laby,74.0,74.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.351,0.0,0.0,0.0,0.0
2025,ANDERSON IN,Bryce Williams,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,ANDERSON IN,Elisha Moore,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,ANDERSON IN,Kenney Troutman,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,0.0
2025,ANDERSON IN,Marco Beverly,0.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,ANDERSON IN,NA,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,ANDERSON IN,Nolan Swan,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,ANDERSON IN,Rob Davidson,76.0,76.0,0.0,4.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,5.263,0.0,0.0,0.0,6.579,7.895,0.0
2025,ANDERSON IN,Tate Ivanyo,77.0,77.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.792,0.0,0.0,0.0,5.195,0.0,0.0
2025,AR-Pine Bluff,Arkansas-Pine Bluff,125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,AR-Pine Bluff,Caleb Jones,283.0,283.0,9.0,15.0,2.0,21.0,0.0,10.0,31.0,0.0,3.18,5.3,0.707,7.42,0.0,3.534,10.954,0.0
2025,AR-Pine Bluff,Chop Paljor,149.0,149.0,2.0,7.0,7.0,4.0,0.0,6.0,5.0,0.0,1.342,4.698,4.698,2.685,0.0,4.027,3.356,0.0
2025,AR-Pine Bluff,Christian Moore,826.0,821.0,29.0,51.0,7.0,38.0,0.0,42.0,95.0,0.0,3.511,6.174,0.847,4.6,0.0,5.085,11.501,0.0
2025,AR-Pine Bluff,Dante Sawyer,326.0,328.0,28.0,62.0,0.0,18.0,0.0,68.0,114.0,1.0,8.589,19.018,0.0,5.521,0.0,20.859,34.969,0.307
2025,AR-Pine Bluff,Dennis Asoro,71.0,72.0,8.0,6.0,0.0,1.0,0.0,19.0,44.0,7.0,11.268,8.451,0.0,1.408,0.0,26.761,61.972,9.859
2025,AR-Pine Bluff,Doctor Bradley,728.0,728.0,62.0,102.0,2.0,42.0,0.0,177.0,145.0,9.0,8.516,14.011,0.275,5.769,0.0,24.313,19.918,1.236
2025,AR-Pine Bluff,Klemen Vuga,676.0,672.0,24.0,57.0,0.0,13.0,0.0,61.0,91.0,1.0,3.55,8.432,0.0,1.923,0.0,9.024,13.462,0.148
2025,AR-Pine Bluff,Kyle Brown,585.0,585.0,20.0,35.0,1.0,14.0,0.0,41.0,75.0,2.0,3.419,5.983,0.171,2.393,0.0,7.009,12.821,0.342
2025,AR-Pine Bluff,Landon Johnson,0.0,0.0,0.0,3.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,AR-Pine Bluff,NA,1248.0,1243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,AR-Pine Bluff,Quentin Bolton,280.0,280.0,13.0,29.0,2.0,4.0,0.0,35.0,54.0,7.0,4.643,10.357,0.714,1.429,0.0,12.5,19.286,2.5
2025,AR-Pine Bluff,Raphael Dumont,285.0,284.0,11.0,42.0,2.0,26.0,0.0,48.0,51.0,0.0,3.86,14.737,0.702,9.123,0.0,16.842,17.895,0.0
2025,AR-Pine Bluff,Robert Lewis,132.0,131.0,4.0,10.0,0.0,1.0,0.0,12.0,8.0,1.0,3.03,7.576,0.0,0.758,0.0,9.091,6.061,0.758
2025,AR-Pine Bluff,Zach Reinhart,439.0,437.0,1.0,14.0,4.0,22.0,0.0,16.0,8.0,0.0,0.228,3.189,0.911,5.011,0.0,3.645,1.822,0.0
2025,Abilene Chrstn,Abilene Christian,133.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Abilene Chrstn,Bradyn Hubbard,1031.0,1025.0,25.0,94.0,2.0,15.0,0.0,73.0,75.0,1.0,2.425,9.117,0.194,1.455,0.0,7.081,7.274,0.097
2025,Abilene Chrstn,Cade Hornecker,65.0,64.0,7.0,10.0,0.0,4.0,0.0,16.0,31.0,3.0,10.769,15.385,0.0,6.154,0.0,24.615,47.692,4.615
2025,Abilene Chrstn,Christian Alston,0.0,0.0,5.0,32.0,0.0,1.0,0.0,37.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,Abilene Chrstn,Colby Tanner,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
