player_name,team,year,unassisted_dunks_100,unassisted_rim_makes_100,unassisted_mid_makes_100,unassisted_3pm_100,unassisted_points_100
Jalen Coleman-Lands,Kansas,2022,0.000000,0.900104,1.800209,1.260146,9.181066
Camron Justice,Western Kentucky,2022,0.000000,2.229556,0.867050,0.990914,9.165954
Traci Carter,Hartford,2022,0.000000,0.362801,2.267505,1.360503,9.342120
Jeriah Horne,Tulsa,2022,0.056439,1.467402,2.370419,0.282193,8.522222
Eric Curry,Minnesota,2022,0.000000,0.591867,1.352840,0.000000,3.889415
James Butler,Drexel,2022,0.000000,1.960015,1.268245,0.115295,6.802405
Jailyn Ingram,Georgia,2022,0.000000,3.504750,1.401900,0.000000,9.813300
Quentin Jackson Jr.,Loyola Marymount,2022,0.000000,3.085200,0.000000,0.000000,6.170400
Charlie Moore,Miami FL,2022,0.000000,2.904402,1.033770,0.590726,9.648523
Ben Shungu,Vermont,2022,0.241872,4.353692,2.297782,1.088423,16.568218
Keon Clergeot,Southeastern Louisiana,2022,0.062801,2.009620,1.758417,0.753607,9.796896
Bryce Aiken,Seton Hall,2022,0.000000,4.001638,1.482088,2.519550,18.526103
Peter Kiss,Bryant,2022,0.741997,5.308132,2.397221,1.541071,20.033917
Kevin Marfo,Quinnipiac,2022,0.000000,4.084164,0.071652,0.000000,8.311632
Jair Bolden,Butler,2022,0.000000,0.161485,1.291880,0.968910,5.813458
Colin Slater,Long Beach St.,2022,0.000000,1.796514,1.964937,1.459667,11.901902
Davion Mintz,Kentucky,2022,0.226226,1.432766,1.055723,0.377044,6.108110
Tyson Jolly,Iona,2022,0.305104,2.288281,1.169566,0.152552,7.373350
AJ Wilson,South Carolina,2022,0.188390,1.507120,0.376780,0.000000,3.767800
Xavier Green,Maryland,2022,0.000000,0.374027,0.374027,0.093507,1.776627
Tareq Coburn,St. John's,2022,0.000000,1.004420,0.167403,0.502210,3.850275
Tavian Dunn-Martin,Florida Gulf Coast,2022,0.000000,3.813278,1.828284,2.455124,18.648499
Jakolby Long,Bethune Cookman,2022,0.000000,0.910518,1.011687,0.000000,3.844409
Taze Moore,Houston,2022,0.226091,1.639162,2.091345,0.395660,8.647992
Justin Edler-Davis,Cal St. Bakersfield,2022,0.189681,1.232928,1.801971,0.284522,6.923362
Greg Lee,Penn St.,2022,0.183095,1.830952,1.830952,0.000000,7.323806
Brandon Johnson,DePaul,2022,0.163314,1.742014,1.415386,0.000000,6.314800
Nick Robinson,Western Carolina,2022,0.059237,1.658634,2.961847,1.007028,12.262045
Grant Golden,Richmond,2022,0.058422,3.446917,2.103203,0.000000,11.100240
De'Monte Buckingham,UNC Greensboro,2022,0.070067,1.611533,0.490467,0.630600,6.095800
