player_name,team,year,unassisted_dunks_100,unassisted_rim_makes_100,unassisted_mid_makes_100,unassisted_3pm_100,unassisted_points_100
Chris Crawford,Oral Roberts,2016,0.000000,2.877520,1.438760,0.000000,8.632560
Justin Edwards,Kansas St.,2016,0.112624,3.266109,1.013620,0.225249,9.235204
Adrian Rodgers,Southern,2016,0.274947,1.979620,2.804462,1.044799,12.702562
Obi Emegano,Oral Roberts,2016,0.173878,1.391026,4.752673,0.521635,13.852302
Anthony Gill,Virginia,2016,0.939428,3.569825,2.442512,0.000000,12.024672
Xavier Pollard,Kent St.,2016,0.000000,3.050521,3.276485,0.112982,12.992958
Percy Gibson,Oakland,2016,0.000000,3.669516,0.951356,0.000000,9.241744
Toddrick Gotcher,Texas Tech,2016,0.000000,1.484927,1.032992,0.903868,7.747443
Jerome Seagears,UNLV,2016,0.000000,2.371031,0.436769,0.748747,7.861841
Arnold Richmond,Grambling St.,2016,0.000000,2.564872,1.442741,0.480914,9.457966
Hooper Vint,UTEP,2016,0.236160,1.731840,1.338240,0.000000,6.140160
Nick Kerr,California,2016,0.000000,0.000000,0.000000,0.000000,0.000000
Nic Moore,SMU,2016,0.000000,1.086701,2.897870,1.147073,11.410361
Keron DeShields,Tennessee St.,2016,0.000000,3.798188,2.511705,1.041439,15.744103
Chase Fischer,BYU,2016,0.000000,1.523949,1.088535,0.827287,7.706830
Marcellus Barksdale,IU Indy,2016,0.000000,2.038450,2.038450,0.000000,8.153800
Peter Hooley,Albany,2016,0.000000,2.877128,0.331976,0.165988,6.916173
Dante Holmes,North Carolina Central,2016,0.000000,1.437858,2.000497,0.812702,9.314816
Ge'Lawn Guyn,East Tennessee St.,2016,0.103560,3.210348,2.278312,1.294495,14.860806
Patrick Onwenu,Alcorn St.,2016,0.348525,1.829754,1.742622,0.000000,7.144752
Jordan Weethee,VMI,2016,0.000000,0.596911,0.000000,0.298456,2.089189
Kedren Johnson,Memphis,2016,0.000000,1.798114,0.599371,0.000000,4.794970
Brent Arrington,Morehead St.,2016,0.283052,2.377635,1.471869,0.226441,8.378332
Charles Oliver,Norfolk St.,2016,0.000000,1.655749,1.128920,0.602090,7.375608
Craig Ponder,UNC Wilmington,2016,0.000000,2.641462,2.438273,0.270919,10.972229
Stilman White,North Carolina,2016,0.000000,1.874690,1.874690,0.000000,7.498760
Brian Sullivan,Davidson,2016,0.000000,0.727882,0.675890,1.091823,6.083013
Dominique Dunning,UC Irvine,2016,0.000000,0.881210,0.660907,0.000000,3.084235
Aaron Brown,Saint Joseph's,2016,0.239149,2.391495,1.195747,0.059787,7.353847
Tre Demps,Northwestern,2016,0.104512,2.090230,1.776696,0.783836,10.085362
