player_name,team,year,unassisted_dunks_100,unassisted_rim_makes_100,unassisted_mid_makes_100,unassisted_3pm_100,unassisted_points_100
Kareem Nitoto,UC Riverside,2012,0.135692,1.560462,1.221231,0.203538,6.174001
Jihad Ali,Georgia St.,2012,0.056278,0.956724,3.207838,0.112556,8.666790
Jay Threatt,Delaware St.,2012,0.000000,1.015809,2.757196,0.362789,8.634378
Tim Abromaitis,Notre Dame,2012,0.000000,0.000000,5.977822,0.000000,11.955644
Bobby Austin,Furman,2012,0.000000,0.801331,1.843062,0.080133,5.529185
Ty Proffitt,Morehead St.,2012,0.000000,0.833103,1.943908,0.000000,5.554022
Trevor Gaskins,Louisiana Tech,2012,0.000000,1.119452,1.927945,0.870685,8.706849
Chris McEachin,Norfolk St.,2012,0.343286,1.659216,0.686572,0.629358,6.579651
Nick Martineau,BYU,2012,0.000000,0.000000,1.178773,0.000000,2.357545
Anthony Marshall,UNLV,2012,0.542658,2.821822,1.139582,0.271329,8.736796
Anthony Gatlin,Cornell,2012,0.000000,0.000000,0.000000,0.000000,0.000000
Darryl Partin,Boston University,2012,0.000000,2.623478,2.167221,0.399225,10.779072
Omar Carter,Appalachian St.,2012,0.000000,1.559528,2.764617,0.637989,10.562256
Scoop Jardine,Syracuse,2012,0.000000,2.872021,1.174918,1.044371,11.226991
Matt Hill,Massachusetts,2012,1.442820,1.442820,0.000000,0.000000,2.885640
Max Groebe,Cornell,2012,0.000000,0.000000,0.000000,0.000000,0.000000
Tyler Bernardini,Penn,2012,0.000000,1.457519,1.110491,0.069406,5.344236
Craig Williams,TCU,2012,0.000000,2.445928,0.850757,0.319034,7.550472
Jeff Jordan,UCF,2012,0.000000,1.734826,0.495665,0.000000,4.460982
Mike Moore,Hofstra,2012,0.000000,2.085784,2.085784,0.641780,10.268475
Tommy Hubbard,East Tennessee St.,2012,0.000000,1.885940,0.817241,0.062865,5.594955
Timothy Price,Texas Southern,2012,0.000000,1.752335,0.539180,0.000000,4.583030
Sammy Zeglinski,Virginia,2012,0.000000,0.540622,0.405466,0.608199,3.716774
Reggie Hamilton,Oakland,2012,0.000000,4.426156,2.529232,3.116375,23.259900
Justin Glenn,Lipscomb,2012,0.517698,2.958272,0.221870,0.000000,6.360285
Vinnie McGhee,Cal St. Northridge,2012,0.000000,0.536534,1.073068,1.162490,6.706672
Raschard Boatner,Grambling St.,2012,0.000000,0.641012,0.000000,1.282025,5.128100
Zac Swansey,Tennessee Tech,2012,0.000000,1.053904,1.053904,1.264684,8.009668
Jeremy Jacob,Oregon,2012,0.000000,1.275120,1.275120,0.000000,5.100480
Nick Weiermiller,UT Rio Grande Valley,2012,0.000000,0.596560,0.426114,0.255669,2.812354
Willie Powers III,Georgia Southern,2012,0.000000,2.407173,2.682279,0.343882,11.210551
Justin Hawkins,UNLV,2012,0.000000,0.854890,0.213723,0.071241,2.350948
Chris De La Rosa,UMBC,2012,0.000000,3.530585,3.530585,0.000000,14.122340
Alvin Abreu,New Hampshire,2012,0.000000,2.154421,0.984878,0.800214,8.679241
Rashad Green,San Francisco,2012,0.122479,2.755777,1.653466,0.306197,9.737079
JohnMark Ludwick,William & Mary,2012,0.000000,2.153507,0.000000,0.000000,4.307013
David Boarden,SIU Edwardsville,2012,0.000000,0.000000,0.000000,0.000000,0.000000
Jonathan Wills,Fresno St.,2012,0.143890,2.158356,1.726685,0.071945,7.985918
Ryan Silva,UC Davis,2012,0.000000,0.000000,0.000000,0.000000,0.000000
Aric Brooks,Morgan St.,2012,0.000000,1.266891,0.995414,0.633446,6.424948
Jewuan Long,Murray St.,2012,0.141378,2.615485,0.989643,0.282755,8.058520
Tony Johnson,Lafayette,2012,0.000000,3.957814,0.719603,0.359801,10.434236
