player_name,team,year,unassisted_dunks_100,unassisted_rim_makes_100,unassisted_mid_makes_100,unassisted_3pm_100,unassisted_points_100
Kajon Mack,Tennessee Tech,2018,0.104362,2.713409,0.939257,0.260905,8.088047
Hans Brase,Iowa St.,2018,0.000000,0.888995,0.177799,0.000000,2.133588
Jalan West,Northwestern St.,2018,0.000000,0.369893,0.000000,3.329036,10.726893
Josh Warren,Cornell,2018,0.000000,1.350489,0.810293,0.000000,4.321564
Ben Carter,Michigan St.,2018,0.000000,0.657024,0.000000,0.000000,1.314048
Mike Thomas,Hawaii,2018,0.187126,2.526196,1.216316,0.000000,7.485024
Jaaron Simmons,Michigan,2018,0.000000,2.164630,0.000000,0.000000,4.329260
J.T. Miller,Missouri St.,2018,0.378626,4.070229,2.366412,0.189313,13.441221
Tyler Smithpeters,Southern Illinois,2018,0.000000,1.114056,0.742704,0.816974,6.164441
B.J. Johnson,La Salle,2018,0.428364,2.080626,3.488108,0.244780,11.871808
Luke Meikle,Cal Poly,2018,0.000000,0.654007,1.308013,0.000000,3.924040
Ryan Edwards,Portland St.,2018,0.097608,1.659330,3.806699,0.097608,11.224882
Josh Brown,Temple,2018,0.000000,1.458212,2.052298,0.486071,8.479232
Anthony Johnson,Northern Colorado,2018,0.000000,2.156526,1.244149,1.161206,10.284968
Tre'Shaun Fletcher,Toledo,2018,0.435551,3.375522,2.885527,1.361097,16.605389
Andrew Dakich,Ohio St.,2018,0.000000,1.000439,0.272847,0.090949,2.819418
Khris Lane,VCU,2018,0.000000,3.953448,0.465112,0.000000,8.837119
Shannon Evans II,Arizona St.,2018,0.049552,1.882989,0.594628,1.238809,8.671660
Josh Kozinski,Central Michigan,2018,0.000000,0.000000,0.000000,0.216971,0.650913
Sam Burmeister,Incarnate Word,2018,0.000000,2.785393,0.214261,0.321391,6.963483
Raekwon Harney,North Carolina Central,2018,0.000000,2.146425,0.858570,0.000000,6.009990
B.J. Glasford,Stetson,2018,0.218920,2.772989,1.897308,0.145947,9.778434
Nigel Johnson,Virginia,2018,0.258855,2.717974,1.294273,0.000000,8.024496
Marcus Foster,Creighton,2018,0.751000,4.345071,1.716571,1.555643,16.790214
Tommy Hamilton IV,Texas Tech,2018,0.000000,1.243917,1.470083,0.113083,5.767250
Austin Ruder,Oral Roberts,2018,0.000000,0.377912,0.661346,1.133737,5.479728
