player_name,team,year,unassisted_dunks_100,unassisted_rim_makes_100,unassisted_mid_makes_100,unassisted_3pm_100,unassisted_points_100
Malik Thomas,Norfolk St.,2015,0.073954,1.700944,1.109311,0.073954,5.842372
David Brown,Western Michigan,2015,0.000000,2.521868,0.515837,1.260934,9.858211
Brian Richardson,High Point,2015,0.170884,1.879726,0.939863,0.341768,6.664482
Isaac Smith,Maryland Eastern Shore,2015,0.000000,0.532894,0.355263,0.177631,2.309206
Terence Smith,Mississippi,2015,0.000000,0.663707,1.659266,0.331853,5.641506
Steve Frankoski,Columbia,2015,0.000000,0.240579,0.842027,0.240579,2.886949
Dwayne Polee II,San Diego St.,2015,0.159528,1.116696,2.073863,0.000000,6.381118
Ralph Hill,Oakland,2015,0.000000,0.646595,0.000000,0.431063,2.586380
Marcus Thornton,Georgia,2015,0.000000,2.505665,1.015810,0.067721,7.246111
Mikhail McLean,Houston,2015,0.000000,2.073350,1.244010,0.000000,6.634720
James Carlton,Howard,2015,0.548715,3.429467,2.263448,0.411536,12.620437
Trent Wiedeman,Georgia Southern,2015,0.000000,1.701528,2.219385,0.000000,7.841827
Jeromie Hill,UTSA,2015,0.063234,2.339657,1.517615,0.695574,9.801266
Justin Drummond,Toledo,2015,0.121672,2.311763,1.581733,0.243343,8.517021
Cedric Jenkins,Southeastern Louisiana,2015,0.000000,3.053912,1.755999,0.229043,10.306952
Mikel Trapp,Bethune Cookman,2015,0.000000,0.522550,0.970450,0.223950,3.657850
Ben Hazel,Princeton,2015,0.000000,1.942830,0.149448,0.448345,5.529593
Alex Dragicevich,Boston College,2015,0.000000,0.000000,0.000000,0.000000,0.000000
C.J. Washington,UAB,2015,0.000000,1.798121,0.951946,0.211544,6.134764
Pat Moore,Colgate,2015,0.000000,0.204387,0.000000,0.000000,0.408774
Alandise Harris,Arkansas,2015,0.379955,2.203737,1.747792,0.227973,8.586976
Alex Tiffin,Sacramento St.,2015,0.000000,1.158300,0.900900,0.000000,4.118400
Tyler Lamb,Long Beach St.,2015,0.000000,1.552598,1.121321,0.345022,6.382904
Riley Barker,Portland,2015,0.914140,1.599745,1.828280,0.000000,6.856050
Chad Jackson,Northern Kentucky,2015,0.000000,3.664830,1.384491,0.000000,10.098643
Bo Barnes,Arizona St.,2015,0.000000,0.944382,0.661067,0.188876,3.777528
Ted Bancroft,Providence,2015,0.000000,0.670014,0.000000,0.000000,1.340029
Evan Kelley,Sacred Heart,2015,0.059027,3.305485,2.420087,0.059027,11.628225
Javonte Maynor,Cal St. Bakersfield,2015,0.000000,0.518599,0.518599,0.370428,3.185682
Scott Eatherton,Northeastern,2015,0.118772,4.394550,0.772015,0.059386,10.511288
Aaron Bowen,Georgetown,2015,0.618897,3.465821,0.990235,0.247559,9.654788
Brian Hornstein,Florida Atlantic,2015,0.000000,0.980077,0.980077,0.000000,3.920308
Anthony Brown,Stanford,2015,0.231167,2.311668,1.248301,0.554800,8.784337
Ethan Jacobs,Colgate,2015,0.073864,2.289792,1.698878,0.073864,8.198933
Nino Williams,Kansas St.,2015,0.000000,1.454202,0.403945,0.080789,3.958661
Dan Guest,Connecticut,2015,0.000000,3.280960,3.280960,0.000000,13.123840
Tyler Les,UC Davis,2015,0.000000,0.087771,0.087771,0.263313,1.141022
Ayodeji Egbeyemi,Loyola Marymount,2015,0.371566,1.300482,1.764940,0.185783,6.688194
Derek Jackson,Kent St.,2015,0.224332,1.458157,0.953410,1.682489,9.870601
Colin Voss,North Texas,2015,0.000000,1.507196,2.466320,0.000000,7.947032
Marcel Mosley,Arkansas Pine Bluff,2015,0.000000,2.286866,1.483372,1.606987,12.361436
Daniel Bejarano,Colorado St.,2015,0.000000,0.972196,1.336769,0.668384,6.623082
Pete Rakocevic,Northern Illinois,2015,0.000000,2.804433,0.934811,0.000000,7.478489
Jamel Outler,UT Arlington,2015,0.078447,1.176706,1.019812,1.019812,7.452471
Will Regan,Buffalo,2015,0.000000,0.916649,0.381937,0.152775,3.055496
Duje Dukan,Wisconsin,2015,0.222015,1.110077,0.333023,0.111008,3.219223
Josh Gasser,Wisconsin,2015,0.000000,0.814417,0.203604,0.305406,2.952260
Jalen Courtney,Morehead St.,2015,0.000000,2.339507,0.000000,0.000000,4.679013
Thomas Jacobs,San Diego,2015,0.391080,1.955400,0.293310,0.000000,4.497420
Andrew Ryan,Campbell,2015,0.000000,0.252970,0.379455,0.189728,1.834034
Alex Harris,Cal St. Fullerton,2015,0.213574,2.847650,3.345989,1.067869,15.590884
Ahmad Starks,Illinois,2015,0.000000,0.544943,2.724714,1.401282,10.743159
Evan Smotrycz,Maryland,2015,0.000000,1.279240,0.697767,0.232589,4.651781
Pee Wee Gardner,American,2015,0.000000,1.822332,1.214888,0.773110,8.393770
Joe O'Shea,Bryant,2015,0.000000,1.910072,0.184846,0.061615,4.374682
