player_name,team,year,unassisted_dunks_100,unassisted_rim_makes_100,unassisted_mid_makes_100,unassisted_3pm_100,unassisted_points_100
Stilman White,North Carolina,2017,0.000000,0.617997,2.471990,0.000000,6.179975
Tracy Abrams,Illinois,2017,0.000000,1.482489,2.117841,0.776542,9.530287
Ryan Sawvell,Wofford,2017,0.064880,1.038083,0.324401,0.000000,2.724967
Michael Orris,South Dakota St.,2017,0.000000,3.906395,0.478334,0.239167,9.486960
Paul Baxter,Sam Houston St.,2017,0.222307,2.223074,0.889229,0.000000,6.224606
Tyler Self,Kansas,2017,0.000000,0.000000,1.912517,0.000000,3.825033
Steven Davis,Wright St.,2017,0.455288,2.406523,0.650412,0.520329,7.674856
Justin Seymour,Georgia St.,2017,0.257744,1.030974,2.577436,1.288718,11.082974
Shane Hammink,Valparaiso,2017,0.570833,3.767500,0.685000,0.685000,10.960000
Corban Collins,Alabama,2017,0.000000,0.592032,1.268640,0.845760,6.258622
"Brian Greene, Jr.",Chicago St.,2017,0.000000,1.593220,0.477966,0.159322,4.620338
Marc-Eddy Norelia,Florida Gulf Coast,2017,0.703275,4.454075,0.937700,0.000000,10.783550
Kajon Mack,Tennessee Tech,2017,0.305506,2.810653,1.771933,0.244405,9.898386
Avry Holmes,Clemson,2017,0.000000,1.062615,0.796962,1.328269,7.703962
Hans Brase,Princeton,2017,0.000000,3.428808,0.000000,0.000000,6.857616
Terry Brutus,Samford,2017,0.000000,1.682592,0.420648,0.000000,4.206480
Aaron Anderson,Oral Roberts,2017,0.000000,2.052622,0.552629,0.236841,5.921025
Mike LaTulip,Wright St.,2017,0.000000,0.353506,0.070701,0.141402,1.272621
Uche Ofoegbu,UNLV,2017,0.070889,1.417779,0.850667,0.496223,6.025559
Atif Russell,Houston Christian,2017,0.291219,4.077066,0.873657,0.145609,10.338274
Alex Murphy,Northeastern,2017,0.313303,3.383670,0.563945,0.062661,8.083212
L.J. Rose,BYU,2017,0.000000,0.241903,0.725709,0.080634,2.177126
Blake Hibbitts,Central Michigan,2017,0.000000,0.261616,0.000000,0.000000,0.523231
Xavier Johnson,Colorado,2017,0.264461,2.512379,1.322305,0.330576,8.661097
Corvon Butler,Alabama St.,2017,0.501302,3.509114,0.835503,0.000000,8.689235
Casey Jones,Chattanooga,2017,0.277731,2.869891,3.240200,0.277731,13.053377
Tony Hicks,Louisville,2017,0.000000,4.531905,1.510635,0.000000,12.085080
Daquan Cook,Prairie View A&M,2017,0.000000,2.328640,1.746480,1.309860,12.079820
Kellon Thomas,IU Indy,2017,0.000000,1.454061,1.784530,0.132187,6.873744
Michel Enanga,Coastal Carolina,2017,0.000000,4.629922,1.262706,0.000000,11.785256
Malik Morgan,Tulane,2017,0.169950,2.039403,1.302952,0.679801,8.724115
Corey Haith,Tulsa,2017,0.000000,0.000000,0.000000,0.000000,0.000000
Tyler Flack,South Dakota,2017,0.567570,2.837852,3.081097,0.000000,11.837897
Chazz Patterson,Saint Peter's,2017,0.127589,0.893125,0.127589,0.191384,2.615579
Jordyn Martin,Northern Arizona,2017,0.000000,2.337357,1.977763,0.059932,8.810037
Darius Graham,UC Davis,2017,0.000000,1.249400,0.908654,0.397536,5.508717
Pancake Thomas,Western Kentucky,2017,0.158532,0.845504,2.589355,0.792660,9.247696
