player_name,team,year,unassisted_dunks_100,unassisted_rim_makes_100,unassisted_mid_makes_100,unassisted_3pm_100,unassisted_points_100
Troy Holston,Morgan St.,2021,0.000000,0.000000,0.000000,0.000000,0.000000
Isaiah Felder,South Carolina St.,2021,0.000000,0.436657,0.000000,1.309971,4.803229
Thomas Bruce,Binghamton,2021,0.000000,2.017694,1.152968,0.000000,6.341324
Tyler Underwood,Illinois,2021,0.000000,0.000000,3.436420,0.000000,6.872840
Jalen Coleman-Lands,Iowa St.,2021,0.000000,0.603859,2.113505,0.528376,7.019855
K.J. Walton,Ball St.,2021,0.094860,6.071061,3.035531,0.000000,18.213184
Traci Carter,Hartford,2021,0.000000,1.018850,3.291670,1.253969,12.382948
Isiah Brown,Weber St.,2021,0.000000,3.221923,3.918555,0.522474,15.848376
Rapolas Ivanauskas,Cincinnati,2021,0.000000,1.119522,0.746348,0.000000,3.731741
Jordy Tshimanga,Dayton,2021,0.000000,0.958331,0.598957,0.000000,3.114576
Jeriah Horne,Colorado,2021,0.000000,1.315969,1.470789,0.309640,6.502434
Eric Curry,Minnesota,2021,0.000000,0.732123,0.366061,0.000000,2.196369
James Butler,Drexel,2021,0.000000,2.735055,0.841555,0.000000,7.153221
Marlin Davis,Texas St.,2021,0.000000,1.470994,0.367749,0.183874,4.229109
Ivan Madunic,Southern Utah,2021,0.000000,2.002704,0.154054,0.000000,4.313517
Jailyn Ingram,Florida Atlantic,2021,0.253679,2.536791,1.902594,0.253679,9.639807
Quentin Jackson Jr.,Loyola Marymount,2021,0.000000,0.582376,0.582376,0.000000,2.329502
D'Mitrik Trice,Wisconsin,2021,0.000000,1.301866,2.485380,1.301866,11.480090
Aleem Ford,Wisconsin,2021,0.000000,0.895496,0.746246,0.074625,3.507357
Charlie Moore,DePaul,2021,0.000000,2.861075,2.420910,0.880331,13.204963
Ben Shungu,Vermont,2021,0.000000,3.513035,0.675584,0.405350,9.593289
Tyler Jones,North Carolina A&T,2021,0.000000,1.841571,0.230196,0.000000,4.143534
Keon Clergeot,Southeastern Louisiana,2021,0.144766,3.040077,1.085742,1.230508,11.943161
Bryce Aiken,Seton Hall,2021,0.000000,2.917459,0.583492,2.042222,13.128568
Arinze Chidom,UC Riverside,2021,0.347054,3.354860,2.892121,0.347054,13.535124
Peter Kiss,Bryant,2021,0.225012,3.075168,1.200066,0.825045,11.025602
Joshua Langford,Michigan St.,2021,0.000000,0.920922,0.767435,0.000000,3.376715
"Tobias Howard, Jr.",Indiana St.,2021,0.000000,0.000000,2.015436,0.366443,5.130200
George Willborn III,UC Riverside,2021,0.000000,3.129512,0.391189,0.586784,8.801754
Kevin Marfo,Texas A&M,2021,0.000000,1.406400,0.843840,0.000000,4.500480
Jair Bolden,Butler,2021,0.000000,0.074672,1.418773,0.298689,3.882957
Colin Slater,Long Beach St.,2021,0.000000,2.439258,1.626172,1.084115,11.383206
Davion Mintz,Kentucky,2021,0.074115,1.482299,0.963495,1.111724,8.226761
Sam Hauser,Virginia,2021,0.077091,1.310554,2.929473,0.462548,9.867698
Blake Francis,Richmond,2021,0.000000,1.947051,2.212558,1.239032,12.036314
Mark Vital,Baylor,2021,0.081692,1.633830,0.326766,0.000000,3.921192
Tyson Jolly,SMU,2021,0.000000,2.319082,0.579770,0.000000,5.797704
AJ Wilson,George Mason,2021,0.128240,2.180080,2.436560,0.000000,9.233280
Eugene Omoruyi,Oregon,2021,0.275153,4.127300,1.650920,0.137577,11.969170
Danny Pippen,Kent St.,2021,0.092558,1.943716,1.666042,0.740463,9.440905
Xavier Green,Old Dominion,2021,0.156973,0.784863,1.883672,0.313945,6.278905
Corey Douglas Jr.,VCU,2021,0.117636,0.823454,0.470545,0.000000,2.587999
Kwe Parker,North Carolina A&T,2021,0.206245,1.443718,0.000000,0.824982,5.362381
Tareq Coburn,Hofstra,2021,0.000000,2.003355,0.166946,0.250419,5.091861
Marquell Fraser,Detroit Mercy,2021,0.000000,2.535922,0.390142,0.000000,5.852127
Charles Minlend,Louisville,2021,0.000000,0.000000,0.000000,0.000000,0.000000
Mitchell Smith,Missouri,2021,0.106198,1.061984,0.106198,0.000000,2.336365
Justin Turner,Bowling Green,2021,0.000000,4.992526,2.529546,0.599103,16.841453
Michael Hughes,Duquesne,2021,0.359970,2.879760,1.919840,0.000000,9.599200
Tavian Dunn-Martin,Duquesne,2021,0.000000,1.823400,0.858071,0.965329,8.258929
Jay Huff,Virginia,2021,1.366338,3.708633,1.268743,0.097596,10.247538
Taze Moore,Cal St. Bakersfield,2021,0.767786,4.990607,1.535571,0.127964,13.436250
Justin Edler-Davis,Cal St. Bakersfield,2021,0.000000,0.843435,0.749720,0.187430,3.748600
Greg Lee,Western Michigan,2021,0.215629,3.450062,3.881320,0.107814,14.986208
Elyjah Goss,IU Indy,2021,0.000000,1.746414,0.827248,0.000000,5.147324
Brandon Johnson,Minnesota,2021,0.155805,1.713856,0.467415,0.000000,4.362543
Nick Robinson,Valparaiso,2021,0.000000,3.524113,0.391568,0.000000,7.831363
Lorenzo Edwards,Charleston,2021,0.195868,0.391737,0.391737,0.195868,2.154552
Grant Golden,Richmond,2021,0.000000,2.893691,2.790345,0.000000,11.368072
De'Monte Buckingham,Cal St. Bakersfield,2021,0.000000,1.609926,2.146568,0.268321,8.317950
Jalen Johnson,Mississippi St.,2021,0.000000,0.450645,0.450645,0.000000,1.802579
Chance Garvin,Idaho,2021,0.000000,0.000000,0.262333,0.262333,1.311666
Jo'Vontae Millner-Criss,Middle Tennessee,2021,0.000000,1.501508,0.858004,0.000000,4.719024
Jonah Antonio,Wake Forest,2021,0.000000,0.000000,0.288823,0.433235,1.877351
Randy Miller Jr.,Indiana St.,2021,0.000000,1.603455,0.863399,0.246685,5.673764
K.J. Smith,North Carolina,2021,0.000000,2.648420,0.000000,0.000000,5.296840
Kolton Kohl,Abilene Christian,2021,0.116779,2.218793,0.350336,0.116779,5.488593
Clay Mounce,Furman,2021,0.170426,2.982457,0.511278,0.085213,7.243109
Scott Spencer,La Salle,2021,0.000000,0.468268,0.780446,0.468268,3.902230
Algevon Eichelberger,Cleveland St.,2021,0.000000,3.473988,0.964997,0.192999,9.456967
Eron Gordon,Valparaiso,2021,0.000000,1.329500,0.312823,0.000000,3.284646
Cartier Diarra,Virginia Tech,2021,0.000000,3.814431,1.525772,0.000000,10.680407
Mitch Lightfoot,Kansas,2021,0.000000,0.938675,1.689615,0.187735,5.819785
Nate Johnson,Xavier,2021,0.000000,0.347677,0.811247,0.579462,4.056237
Devearl Ramsey,UC Santa Barbara,2021,0.000000,1.063315,0.911413,0.000000,3.949456
Drew Buggs,Missouri,2021,0.000000,1.276896,0.478836,0.000000,3.511464
DJ Jones,Florida A&M,2021,0.109946,1.429298,0.659676,0.000000,4.177948
Zion Morgan,Valparaiso,2021,0.000000,2.077215,4.385232,0.461603,14.309703
Ben Coupet Jr.,Little Rock,2021,0.000000,1.011542,0.867036,0.289012,4.624191
Kenny Cooper,Western Kentucky,2021,0.000000,0.792302,0.475381,0.316921,3.486128
James Scott,Portland St.,2021,0.103660,3.006140,3.006140,0.932940,14.823380
Nick Hopkins,Siena,2021,0.000000,0.487748,0.650330,0.000000,2.276155
DeAndre Dishman,Middle Tennessee,2021,0.000000,3.188811,2.089221,0.000000,10.556064
Asante Gist,Iona,2021,0.000000,2.071206,1.827535,0.609178,9.625017
Kurk Lee,Alcorn St.,2021,0.000000,2.272234,1.298419,1.298419,11.036563
Ryan Daly,Saint Joseph's,2021,0.000000,3.607797,1.882329,0.470582,12.391997
Corey Allen,Georgia St.,2021,0.000000,1.484632,1.659295,1.135307,9.693774
Justin Hopkins,Texas Southern,2021,0.224186,1.718762,0.523101,0.074729,4.707913
Triston Chambers,Samford,2021,0.000000,0.797564,0.199391,0.398782,3.190255
Keith Smith,Cal Poly,2021,0.000000,2.146573,1.226613,0.000000,6.746371
Damien Sears,Nicholls St.,2021,0.000000,2.839486,1.092110,0.000000,7.863192
Jordan Bell,Pacific,2021,0.262334,2.361003,0.787001,0.262334,7.083009
Brachen Hazen,Ball St.,2021,0.116268,2.209100,0.232537,0.000000,4.883273
Jalen Dupree,Samford,2021,0.608419,3.954721,1.521046,0.000000,10.951534
Ethan Claycomb,Bellarmine,2021,0.000000,1.053784,1.436978,0.191597,5.556313
Preston Parks,Samford,2021,0.000000,3.550280,0.887570,0.126796,9.256087
Jaylen Fornes,Nicholls St.,2021,0.251457,2.766024,1.005827,0.251457,8.298072
Stafford Trueheart,Hofstra,2021,0.000000,0.000000,0.000000,0.000000,0.000000
Dejuan Clayton,Coppin St.,2021,0.000000,2.129612,0.766660,1.192583,9.370294
Trevor Anderson,Wisconsin,2021,0.000000,1.481187,0.888713,0.444356,6.072869
Darius Hicks,Jackson St.,2021,0.000000,0.738948,0.554211,0.000000,2.586318
Destin Barnes,UC Santa Barbara,2021,0.000000,0.572181,0.190727,0.000000,1.525815
Mark Gasperini,Massachusetts,2021,0.000000,0.784030,1.176045,0.000000,3.920150
Brevin Galloway,Charleston,2021,0.000000,2.624929,0.656232,2.624929,14.437110
Chevez Goodwin,USC,2021,0.119703,2.513763,2.274357,0.000000,9.576240
Mike Henn,Portland,2021,0.000000,0.240228,0.360343,0.240228,1.921827
Micah Bradford,Southern,2021,0.000000,0.000000,0.000000,0.000000,0.000000
Anthony Tarke,Coppin St.,2021,0.851552,3.799231,0.589536,0.589536,10.546140
Ty Graves,North Carolina Central,2021,0.000000,0.000000,0.000000,0.446848,1.340544
Jeremy Sheppard,Rhode Island,2021,0.000000,1.476522,2.020504,1.243387,10.724215
Shawn Williams,Nicholls St.,2021,0.000000,0.605412,0.605412,0.605412,4.237882
Dylan Carl,Purdue Fort Wayne,2021,0.285420,1.284390,0.570840,0.000000,3.710460
Ty Groce,Eastern Michigan,2021,0.341899,3.191057,1.253629,0.113966,9.231271
Chris Lester,New Hampshire,2021,0.000000,0.985028,0.246257,0.000000,2.462570
Dimencio Vaughn,Mississippi,2021,0.000000,2.140030,1.070015,0.000000,6.420090
Ahsante Shivers,Southern,2021,0.000000,0.581489,1.356809,0.387660,5.039574
Shandon Goldman,Tennessee Tech,2021,0.000000,0.723279,0.180820,0.000000,1.808196
Andre Jones,Nicholls St.,2021,1.138623,5.028917,0.853967,0.000000,11.765767
Josh Parrish,San Diego,2021,0.142508,3.562700,0.855048,0.142508,9.263020
Brandon Averette,BYU,2021,0.000000,3.011574,1.981299,1.188779,13.552083
Travis Light,Florida St.,2021,0.000000,0.000000,0.000000,0.000000,0.000000
