player_name,team,year,unassisted_dunks_100,unassisted_rim_makes_100,unassisted_mid_makes_100,unassisted_3pm_100,unassisted_points_100
Jailyn Ingram,Georgia,2023,0.000000,0.000000,1.161889,0.232378,3.020911
Deandre Dishman,Middle Tennessee,2023,0.279262,5.026716,2.024650,0.069816,14.312178
DeJuan Clayton,California,2023,0.000000,0.000000,1.308158,2.398291,9.811189
Brevin Galloway,Clemson,2023,0.063202,2.717690,0.758425,0.632021,8.848293
Michael Henn,Penn St.,2023,0.000000,0.497069,0.000000,0.248535,1.739742
David Maynard,The Citadel,2023,0.000000,0.989353,0.082446,0.164892,2.638276
Andrew Platek,Siena,2023,0.000000,0.972625,0.972625,0.138946,4.307341
Jack Perry,Portland,2023,0.000000,0.000000,0.000000,0.219204,0.657613
Emmanuel Akot,Western Kentucky,2023,0.067995,1.155907,2.719781,0.407967,8.975279
Justice Sueing,Ohio St.,2023,0.229907,2.988794,2.873840,0.287384,12.587420
Kobe King,Valparaiso,2023,0.263689,3.058792,3.164267,0.210951,13.078972
Parker Stewart,Tennessee Martin,2023,0.000000,0.908102,2.205391,0.972966,9.145885
Marcus Carr,Texas,2023,0.000000,1.281148,3.136605,0.795196,11.221094
Jordan Davis,Jacksonville,2023,0.224902,2.473925,1.499348,0.299870,8.846155
Terrence Lewis,Grambling St.,2023,0.000000,0.000000,1.815083,0.000000,3.630167
Luka Vasic,East Texas A&M,2023,0.000000,0.605646,0.484517,0.242258,2.907102
Nike Sibande,Pittsburgh,2023,0.000000,2.476779,0.874157,0.728465,8.887267
Tydus Verhoeven,Northwestern,2023,0.000000,0.805910,0.115130,0.000000,1.842080
Eric Williams Jr.,San Diego,2023,0.791945,3.167778,1.346306,0.475167,10.453669
Darius McNeill,Troy,2023,0.118441,3.671679,1.065971,0.118441,9.830624
Bryan Trimble Jr.,Missouri St.,2023,0.000000,0.181339,0.725357,0.906697,4.533484
Marco Anthony,Utah,2023,0.066352,2.189623,1.393397,0.000000,7.166040
Nelly Cummings,Pittsburgh,2023,0.000000,1.521923,1.674115,1.217538,10.044691
Desmond Cambridge Jr.,Arizona St.,2023,0.118714,0.890356,2.077498,0.652928,7.894493
Joe Quintana,Cal Baptist,2023,0.000000,0.901937,0.811743,0.901937,6.133170
Jerald Gillens-Butler,Elon,2023,0.135056,1.755734,1.890790,0.135056,7.698216
Cooper Neese,Indiana St.,2023,0.000000,0.527394,1.640780,1.054787,7.500710
Malek Green,Youngstown St.,2023,0.250357,4.005717,2.002859,0.062589,12.204920
Vin Baker Jr.,Milwaukee,2023,0.000000,0.715500,0.000000,0.000000,1.431000
Greg Elliott,Pittsburgh,2023,0.000000,0.784068,0.448039,0.224019,3.136272
Makai Ashton-Langford,Boston College,2023,0.063542,2.732318,2.223980,0.381254,11.056358
Walter Whyte,Boston University,2023,0.000000,3.508435,1.786112,0.446528,11.928678
Connor McCaffery,Iowa,2023,0.000000,0.474044,0.355533,0.414788,2.903516
Marquis Godwin,Hampton,2023,0.000000,0.318659,1.487073,0.849756,6.160733
Ricky Nelson,Prairie View A&M,2023,0.000000,0.634286,0.422858,0.000000,2.114288
Will Douglas,Prairie View A&M,2023,0.143606,2.297694,3.087526,0.502621,12.278303
Justyn Mutts,Virginia Tech,2023,0.382795,4.210745,1.585865,0.000000,11.593220
