player_name,team,year,unassisted_dunks_100,unassisted_rim_makes_100,unassisted_mid_makes_100,unassisted_3pm_100,unassisted_points_100
Robby Carmody,Le Moyne,2025,0.000000,2.633486,0.470265,0.000000,6.207504
Drue Drinnon,Texas St.,2025,0.000000,0.779144,0.667838,0.111306,3.227883
Jack Clark,VCU,2025,0.244810,1.285252,0.489620,0.183607,4.100566
Robert Braswell,Charlotte,2025,0.376626,2.410404,0.000000,0.000000,4.820808
Wynston Tabbs,Morgan St.,2025,0.000000,4.202970,2.212089,0.663627,14.820999
Jerome Hunter,Xavier,2025,0.179821,1.438565,0.269731,0.089910,3.686323
Antwann Jones,Bethune Cookman,2025,0.000000,0.000000,10.838900,0.000000,21.677800
Kobe Julien,Arkansas St.,2025,0.126929,2.792432,0.761572,0.063464,7.298402
Messiah Jones,Towson,2025,0.000000,1.902950,0.447753,0.000000,4.701406
Chris Austin,Portland,2025,0.068433,1.984553,1.231791,0.068433,6.637987
Ebrima Dibba,Cleveland St.,2025,0.000000,0.867891,0.723242,0.072324,3.399238
Neftali Alvarez,Southern Miss,2025,0.000000,4.283888,0.602422,0.133872,10.174234
Savion Lewis,Quinnipiac,2025,0.000000,2.783025,1.510785,0.000000,8.587620
CJ Fredrick,Cincinnati,2025,0.000000,0.000000,0.000000,0.346159,1.038477
Grayson Carter,Texas Southern,2025,0.000000,1.615779,0.323156,0.323156,4.847336
Andrew Taylor,Stetson,2025,0.000000,0.000000,0.000000,0.000000,0.000000
Elijah Elliott,Southern Illinois,2025,0.000000,4.732714,2.103429,1.051714,16.827429
Colby Rogers,Memphis,2025,0.000000,0.421562,1.528163,0.948515,6.744996
Jeremiah Hernandez,Ball St.,2025,0.101807,2.341553,0.916260,0.203613,7.126467
Miguel Tomley,Weber St.,2025,0.000000,1.323311,2.045118,0.962408,9.624082
Anderson Kopp,UMKC,2025,0.000000,2.398180,1.332322,1.332322,11.457971
Marcus Foster,Xavier,2025,0.124861,0.936454,0.624303,0.187291,3.683386
Richie Springs,Quinnipiac,2025,0.000000,1.711365,0.285228,0.000000,3.993185
Doctor Bradley,Arkansas Pine Bluff,2025,0.516545,6.887262,0.688726,0.172182,15.668520
Alvin Stredic,Mississippi Valley St.,2025,0.000000,1.281451,1.959867,0.000000,6.482637
Jalen Jackson,Western Kentucky,2025,0.000000,1.499725,0.882191,0.088219,5.028488
Max Agbonkpolo,Montana St.,2025,0.515106,1.986836,1.839663,0.367933,8.756796
Jalen Hill,UNLV,2025,0.182638,2.069903,0.608795,0.000000,5.357395
Ofure Ujadughele,UC Irvine,2025,0.000000,0.809984,0.404992,0.134997,2.834944
Robert Carpenter,New Mexico St.,2025,0.282989,2.452568,1.226284,0.377318,8.489658
Trevin Knell,BYU,2025,0.000000,1.122488,0.481066,0.240533,3.928708
David Skogman,DePaul,2025,0.000000,1.690370,0.169037,0.000000,3.718815
Mickey Pearson Jr.,Ball St.,2025,0.000000,1.159166,1.227353,0.000000,4.773038
Gibson Jimerson,Saint Louis,2025,0.048143,1.444289,0.240715,0.625858,5.247583
